datetime,Peoria_WL,Henry_WL,Flow,Vel,Slope
2/23/2021 6:00,440.14,441.07,1830,0.22,5.03E-06
2/24/2021 6:00,440.25,441.23,4330,0.55,5.30E-06
2/25/2021 6:00,440.36,441.43,8140,1.04,5.79E-06
2/26/2021 6:00,440.48,441.92,15700,1.96,7.79E-06
2/27/2021 6:00,440.03,442.45,22400,2.69,1.31E-05
2/28/2021 6:00,440.44,442.59,24000,2.86,1.16E-05
3/1/2021 6:00,440.94,443.31,30500,3.45,1.28E-05
3/2/2021 6:00,441.79,444.37,34300,3.6,1.40E-05
3/3/2021 6:00,442.52,444.99,33200,3.34,1.34E-05
3/4/2021 6:00,443.09,445.17,30800,3.05,1.13E-05
3/5/2021 6:00,443.28,445.13,27800,2.76,1.00E-05
3/6/2021 6:00,443.26,445.09,27300,2.72,9.90E-06
3/7/2021 6:00,443.22,444.91,25200,2.54,9.15E-06
3/8/2021 6:00,442.93,444.7,23700,2.43,9.58E-06
3/9/2021 6:00,442.8,444.5,23600,2.45,9.20E-06
3/10/2021 6:00,442.34,444.29,22200,2.34,1.06E-05
3/11/2021 6:00,442.24,444.34,15800,1.65,1.14E-05
3/12/2021 6:00,442.17,443.89,21200,2.29,9.31E-06
3/13/2021 6:00,441.88,443.47,18900,2.1,8.60E-06
3/14/2021 6:00,441.45,442.94,17000,1.96,8.06E-06
3/15/2021 6:00,441.16,442.59,17400,2.06,7.74E-06
3/16/2021 6:00,440.77,442.25,16000,1.95,8.01E-06
3/17/2021 6:00,440.36,441.93,15200,1.89,8.50E-06
3/18/2021 6:00,440.62,441.88,18300,2.29,6.82E-06
3/19/2021 6:00,440.79,442.06,21500,2.66,6.87E-06
3/20/2021 6:00,441.09,442.67,21500,2.54,8.55E-06
3/21/2021 6:00,441.56,443.2,23200,2.64,8.87E-06
3/22/2021 6:00,441.8,443.54,23000,2.55,9.42E-06
3/23/2021 6:00,442.07,443.56,20900,2.31,8.06E-06
3/24/2021 6:00,441.98,443.59,20200,2.23,8.71E-06
3/25/2021 6:00,442.14,443.59,20600,2.27,7.85E-06
3/26/2021 6:00,442.17,443.34,18300,2.06,6.33E-06
3/27/2021 6:00,442.01,443.17,15100,1.71,6.28E-06
3/28/2021 6:00,441.97,443.21,18300,2.07,6.71E-06
3/29/2021 6:00,441.79,443.09,18100,2.07,7.03E-06
3/30/2021 6:00,441.36,443.54,17300,1.91,1.18E-05
3/31/2021 6:00,441.89,443.45,20900,2.33,8.44E-06
4/1/2021 6:00,441.93,443.16,18200,2.07,6.66E-06
4/2/2021 6:00,441.57,442.87,16500,1.91,7.03E-06
4/3/2021 6:00,441.05,442.81,16300,1.9,9.52E-06
4/4/2021 6:00,441.05,442.48,15900,1.9,7.74E-06
4/5/2021 6:00,440.67,442.03,13600,1.68,7.36E-06
4/6/2021 6:00,440.21,441.77,13700,1.72,8.44E-06
4/7/2021 6:00,439.79,441.45,12700,1.64,8.98E-06
4/8/2021 6:00,439.37,441.12,12600,1.66,9.47E-06
4/9/2021 6:00,439.7,440.92,9060,1.21,6.60E-06
4/10/2021 6:00,440.46,440.97,12000,1.6,2.76E-06
4/11/2021 6:00,440.5,441.25,12600,1.65,4.06E-06
4/12/2021 6:00,440.57,441.45,11900,1.53,4.76E-06
4/13/2021 6:00,439.91,441.47,14600,1.88,8.44E-06
4/14/2021 6:00,439.87,441.39,15600,2.02,8.23E-06
4/15/2021 6:00,439.75,441.02,12300,1.64,6.87E-06
4/16/2021 6:00,439.47,440.69,11600,1.58,6.60E-06
4/17/2021 6:00,439.15,440.49,10390,1.435,7.25E-06
4/18/2021 6:00,439.79,440.29,9180,1.29,2.71E-06
4/19/2021 6:00,440.02,440.56,8030,1.1,2.92E-06
4/20/2021 6:00,440.34,440.78,10100,1.37,2.38E-06
4/21/2021 6:00,440.42,440.92,7670,1.02,2.71E-06
4/22/2021 6:00,440.29,440.94,9370,1.25,3.52E-06
4/23/2021 6:00,440.2,440.88,7430,0.99,3.68E-06
4/24/2021 6:00,440.45,440.97,10500,1.4,2.81E-06
4/25/2021 6:00,440.35,440.91,8840,1.18,3.03E-06
4/26/2021 6:00,440.19,440.78,10100,1.36,3.19E-06
4/27/2021 6:00,439.86,440.98,9110,1.21,6.06E-06
4/28/2021 6:00,440.26,440.86,8070,1.08,3.25E-06
4/29/2021 6:00,440.56,441.02,9880,1.31,2.49E-06
4/30/2021 6:00,440.32,441.22,13300,1.75,4.87E-06
5/1/2021 6:00,440.25,441.41,14400,1.86,6.28E-06
5/2/2021 6:00,440.56,441.89,16000,2,7.20E-06
5/3/2021 6:00,440.67,442.18,15100,1.84,8.17E-06
5/4/2021 6:00,440.2,441.82,14400,1.805,8.77E-06
5/5/2021 6:00,439.7,441.46,13700,1.77,9.52E-06
5/6/2021 6:00,439.77,440.94,13800,1.85,6.33E-06
5/7/2021 6:00,440.35,440.91,10700,1.43,3.03E-06
5/8/2021 6:00,440.45,441.04,10600,1.41,3.19E-06
5/9/2021 6:00,440.68,441.12,11700,1.54,2.38E-06
5/10/2021 6:00,440.3,441.98,21300,2.65,9.09E-06
5/11/2021 6:00,441.16,443.66,33400,3.69,1.35E-05
5/12/2021 6:00,442.25,444.64,35200,3.63,1.29E-05
5/13/2021 6:00,442.9,444.96,31300,3.15,1.11E-05
5/14/2021 6:00,443.17,445.04,28900,2.89,1.01E-05
5/15/2021 6:00,443.2,444.94,26100,2.63,9.42E-06
5/16/2021 6:00,443.14,444.77,24200,2.47,8.82E-06
5/17/2021 6:00,442.94,444.35,20100,2.1,7.63E-06
5/18/2021 6:00,442.72,443.97,19400,2.09,6.76E-06
5/19/2021 6:00,442.88,443.74,16900,1.84,4.65E-06
5/20/2021 6:00,442.85,443.8,16400,1.78,5.14E-06
5/21/2021 6:00,442.69,443.67,15700,1.72,5.30E-06
5/22/2021 6:00,442.59,443.415,14500,1.61,4.46E-06
5/23/2021 6:00,442.36,443.16,13300,1.5,4.33E-06
5/24/2021 6:00,442.21,442.92,11400,1.31,3.84E-06
5/25/2021 6:00,441.86,442.71,13100,1.53,4.60E-06
5/26/2021 6:00,441.59,442.5,12000,1.43,4.92E-06
5/27/2021 6:00,441.41,442.33,14400,1.74,4.98E-06
5/28/2021 6:00,441.25,441.99,13700,1.69,4.00E-06
5/29/2021 6:00,440.85,441.61,13700,1.75,4.11E-06
5/30/2021 6:00,440.53,441.69,15000,1.9,6.28E-06
5/31/2021 6:00,440.34,441.7,15500,1.96,7.36E-06
6/1/2021 6:00,440.18,441.62,15800,2.01,7.79E-06
6/2/2021 6:00,439.95,441.42,13400,1.73,7.95E-06
6/3/2021 6:00,439.68,441.2,15000,1.98,8.23E-06
6/4/2021 6:00,439.31,440.97,13200,1.77,8.98E-06
6/5/2021 6:00,439.93,440.76,11000,1.5,4.49E-06
6/6/2021 6:00,440.33,440.9,9930,1.33,3.08E-06
6/7/2021 6:00,440.33,441.09,9860,1.3,4.11E-06
6/8/2021 6:00,440.41,441.14,10300,1.35,3.95E-06
6/9/2021 6:00,440.42,441.13,11400,1.5,3.84E-06
6/10/2021 6:00,440.59,441.51,15500,1.99,4.98E-06
6/11/2021 6:00,440.58,441.61,14200,1.82,5.57E-06
6/12/2021 6:00,440.39,441.41,12800,1.65,5.52E-06
6/13/2021 6:00,440.32,441.3,12500,1.63,5.30E-06
6/14/2021 6:00,440.17,441.16,12200,1.61,5.36E-06
6/15/2021 6:00,440.25,441.05,9530,1.26,4.33E-06
6/16/2021 6:00,440.23,440.94,10100,1.35,3.84E-06
6/17/2021 6:00,440.12,440.8,8250,1.11,3.68E-06
6/18/2021 6:00,439.99,440.95,7620,1.01,5.19E-06
6/19/2021 6:00,439.89,440.84,6380,0.85,5.14E-06
6/20/2021 6:00,440.24,440.81,7390,0.99,3.08E-06
6/21/2021 6:00,440.32,440.99,7640,1.01,3.63E-06
6/22/2021 6:00,440.22,441.095,9970,1.31,4.73E-06
6/23/2021 6:00,440.2,441.2,12300,1.61,5.41E-06
6/24/2021 6:00,440.24,441.45,12600,1.62,6.55E-06
6/25/2021 6:00,440.44,441.36,10200,1.32,4.98E-06
6/26/2021 6:00,440.49,442.01,17100,2.12,8.23E-06
6/27/2021 6:00,440.47,443.23,29100,3.31,1.49E-05
6/28/2021 6:00,441.6,444.81,42200,4.31,1.74E-05
6/29/2021 6:00,443.16,446.2,48700,4.42,1.65E-05
6/30/2021 6:00,444.8,447.7,57100,4.52,1.57E-05
7/1/2021 6:00,446.31,448.94,59800,4.26,1.42E-05
7/2/2021 6:00,447.42,449.69,60000,4.02,1.23E-05
7/3/2021 6:00,448.03,450,54400,3.56,1.07E-05
7/4/2021 6:00,448.15,449.86,46200,3.05,9.25E-06
7/5/2021 6:00,447.9,449.45,38800,2.64,8.39E-06
7/6/2021 6:00,447.5,448.93,34100,2.42,7.74E-06
7/7/2021 6:00,447.06,448.39,30000,2.22,7.20E-06
7/8/2021 6:00,446.61,447.78,26000,2.03,6.33E-06
7/9/2021 6:00,446.04,447.17,21500,1.73,6.11E-06
7/10/2021 6:00,445.49,446.61,21000,1.79,6.06E-06
7/11/2021 6:00,445.2,446.18,21200,1.9,5.30E-06
7/12/2021 6:00,444.76,445.78,18500,1.69,5.52E-06
7/13/2021 6:00,444.56,445.44,17400,1.61,4.76E-06
7/14/2021 6:00,444.31,445.52,22800,2.19,6.55E-06
7/15/2021 6:00,444.31,445.54,22300,2.13,6.66E-06
7/16/2021 6:00,444.57,445.75,22100,2.08,6.39E-06
7/17/2021 6:00,444.34,445.42,18600,1.76,5.84E-06
7/18/2021 6:00,444.1,445.15,18700,1.82,5.68E-06
7/19/2021 6:00,443.95,445.02,19300,1.91,5.79E-06
7/20/2021 6:00,443.8,444.82,18100,1.8,5.52E-06
7/21/2021 6:00,443.51,444.51,16300,1.63,5.41E-06
7/22/2021 6:00,443.11,444.11,15100,1.53,5.41E-06
7/23/2021 6:00,442.66,443.69,13800,1.42,5.57E-06
7/24/2021 6:00,442.16,443.37,15500,1.69,6.55E-06
7/25/2021 6:00,441.75,442.81,13400,1.48,5.74E-06
7/26/2021 6:00,441.23,442.37,13100,1.5,6.17E-06
7/27/2021 6:00,440.72,441.96,13900,1.68,6.71E-06
7/28/2021 6:00,440.26,441.68,14400,1.79,7.68E-06
7/29/2021 6:00,439.83,441.47,14300,1.81,8.87E-06
7/30/2021 6:00,439.61,441.13,13300,1.71,8.23E-06
7/31/2021 6:00,439.07,440.67,11600,1.51,8.66E-06
8/1/2021 6:00,439.53,440.24,9490,1.22,3.84E-06
8/2/2021 6:00,439.81,440.26,7500,0.88,2.44E-06
8/3/2021 6:00,439.8,440.33,7250,0.83,2.87E-06
8/4/2021 6:00,439.83,440.34,7250,0.83,2.76E-06
8/5/2021 6:00,439.8,440.27,5330,0.51,2.54E-06
8/6/2021 6:00,439.56,440.31,6170,0.65,4.06E-06
8/7/2021 6:00,439.6,440.27,7450,0.87,3.63E-06
8/8/2021 6:00,439.4,440.26,3310,0.22,4.65E-06
8/9/2021 6:00,439.4,440.31,8540,1.05,4.92E-06
8/10/2021 6:00,439.75,440.37,8640,1.06,3.35E-06
8/11/2021 6:00,439.69,440.4,8000,0.95,3.84E-06
8/12/2021 6:00,440.15,441,13000,1.68,4.60E-06
8/13/2021 6:00,440.32,441.1,9910,1.18,4.22E-06
8/14/2021 6:00,440.24,441.03,10300,1.25,4.27E-06
8/15/2021 6:00,440.1,440.92,9210,1.09,4.44E-06
8/16/2021 6:00,440.16,440.89,10700,1.34,3.95E-06
8/17/2021 6:00,440.09,440.68,7700,0.87,3.19E-06
8/18/2021 6:00,440.07,440.58,8780,1.06,2.76E-06
8/19/2021 6:00,440.12,440.61,6930,0.75,2.65E-06
8/20/2021 6:00,440.09,440.55,6650,0.71,2.49E-06
8/21/2021 6:00,440.07,440.66,7930,0.91,3.19E-06
8/22/2021 6:00,440.25,440.7,6300,0.64,2.44E-06
8/23/2021 6:00,440.1,440.56,4180,0.33,2.49E-06
8/24/2021 6:00,440.02,440.65,6580,0.69,3.41E-06
8/25/2021 6:00,440.05,440.65,7010,0.76,3.25E-06
8/26/2021 6:00,440.15,440.78,6770,0.71,3.41E-06
8/27/2021 6:00,440.07,440.89,9430,1.13,4.44E-06
8/28/2021 6:00,440.06,440.99,11000,1.37,5.03E-06
8/29/2021 6:00,440.18,441.07,9880,1.18,4.82E-06
8/30/2021 6:00,440.26,440.97,9120,1.07,3.84E-06
8/31/2021 6:00,440.04,440.68,7700,0.87,3.46E-06
9/1/2021 6:00,440.11,440.55,7110,0.785,2.38E-06
9/2/2021 6:00,440,440.42,6520,0.7,2.27E-06
9/3/2021 6:00,439.8,440.25,3450,0.24,2.44E-06
9/4/2021 6:00,439.77,440.31,5400,0.52,2.92E-06
9/5/2021 6:00,439.84,440.21,5830,0.6,2.00E-06
9/6/2021 6:00,439.77,440.26,3940,0.31,2.65E-06
9/7/2021 6:00,439.63,440.16,5150,0.49,2.87E-06
9/8/2021 6:00,439.77,440.24,8130,0.99,2.54E-06
9/9/2021 6:00,439.87,440.18,5340,0.52,1.68E-06
9/10/2021 6:00,440.03,440.31,4100,0.33,1.52E-06
9/11/2021 6:00,439.93,440.41,4480,0.38,2.60E-06
9/12/2021 6:00,439.94,440.65,4140,0.32,3.84E-06
9/13/2021 6:00,440.14,440.65,6760,0.72,2.76E-06
9/14/2021 6:00,439.93,440.65,7430,0.83,3.90E-06
9/15/2021 6:00,440.13,440.56,5180,0.47,2.33E-06
9/16/2021 6:00,439.92,440.34,4040,0.32,2.27E-06
9/17/2021 6:00,439.99,440.26,3800,0.29,1.46E-06
9/18/2021 6:00,440.15,440.38,6680,0.73,1.24E-06
9/19/2021 6:00,440.01,440.3,3320,0.22,1.57E-06
9/20/2021 6:00,439.92,440.36,2710,0.13,2.38E-06
9/21/2021 6:00,440.19,440.57,5320,0.49,2.06E-06
9/22/2021 6:00,440.06,440.38,2780,0.14,1.73E-06
9/23/2021 6:00,439.88,440.15,3080,0.19,1.46E-06
9/24/2021 6:00,439.86,440.23,4970,0.46,2.00E-06
9/25/2021 6:00,440.05,440.48,8350,1,2.33E-06
9/26/2021 6:00,439.95,440.54,5240,0.48,3.19E-06
9/27/2021 6:00,439.87,440.67,3780,0.27,4.33E-06
9/28/2021 6:00,440.23,440.64,7300,0.81,2.22E-06
9/29/2021 6:00,440.05,440.4,5250,0.49,1.89E-06
9/30/2021 6:00,439.96,440.31,6350,0.68,1.89E-06
10/1/2021 6:00,439.98,440.17,4260,0.36,1.03E-06
10/2/2021 6:00,439.95,440.29,5980,0.62,1.84E-06
10/3/2021 6:00,440.06,440.41,5400,0.52,1.89E-06
10/4/2021 6:00,440.16,440.61,6230,0.66,2.44E-06
10/5/2021 6:00,440.12,440.55,7210,0.84,2.33E-06
10/6/2021 6:00,440.18,440.58,8030,0.98,2.16E-06
10/7/2021 6:00,440.04,440.53,6640,0.78,2.65E-06
10/8/2021 6:00,440.12,440.71,8670,1.09,3.19E-06
10/9/2021 6:00,440.16,440.81,8330,1.04,3.52E-06
10/10/2021 6:00,440.03,441.03,10000,1.28,5.41E-06
10/11/2021 6:00,440.19,441.15,9030,1.13,5.19E-06
10/12/2021 6:00,440.29,441.26,9610,1.21,5.25E-06
10/13/2021 6:00,440.37,441.415,11705,1.48,5.65E-06
10/14/2021 6:00,440.45,441.57,13800,1.75,6.06E-06
10/15/2021 6:00,440.56,441.87,16900,2.11,7.09E-06
10/16/2021 6:00,439.73,441.92,19900,2.48,1.19E-05
10/17/2021 6:00,439.32,441.57,16200,2.08,1.22E-05
10/18/2021 6:00,439.84,441.22,16800,2.21,7.47E-06
10/19/2021 6:00,440.19,441.08,11800,1.56,4.82E-06
10/20/2021 6:00,440.25,441.11,11000,1.45,4.65E-06
10/21/2021 6:00,440.21,441.04,11900,1.58,4.49E-06
10/22/2021 6:00,440.28,441.01,10600,1.41,3.95E-06
10/23/2021 6:00,439.96,440.7,8770,1.19,4.00E-06
10/24/2021 6:00,439.98,440.54,8020,1.1,3.03E-06
10/25/2021 6:00,440.19,441.15,11800,1.55,5.19E-06
10/26/2021 6:00,441.04,443.44,37900,4.25,1.30E-05
10/27/2021 6:00,442.41,445.42,47900,4.66,1.63E-05
10/28/2021 6:00,443.92,446.82,48000,4.11,1.57E-05
10/29/2021 6:00,445.16,447.57,46300,3.7,1.30E-05
10/30/2021 6:00,446.06,447.89,42300,3.28,9.90E-06
10/31/2021 6:00,446.54,448.46,46700,3.45,1.04E-05
11/1/2021 6:00,447.2,449.09,50000,3.51,1.02E-05
11/2/2021 6:00,447.54,449.23,43800,3.04,9.15E-06
11/3/2021 6:00,447.48,448.97,36600,2.59,8.06E-06
11/4/2021 6:00,447.16,448.53,32500,2.38,7.41E-06
11/5/2021 6:00,446.72,448.04,28800,2.2,7.14E-06
11/6/2021 6:00,446.2,447.51,25800,2.06,7.09E-06
11/7/2021 6:00,445.7,447,23900,2,7.03E-06
11/8/2021 6:00,445.09,446.49,21200,1.86,7.58E-06
11/9/2021 6:00,444.72,445.91,20600,1.91,6.44E-06
11/10/2021 6:00,444.18,445.31,17800,1.73,6.11E-06
11/11/2021 6:00,443.43,444.69,14100,1.43,6.82E-06
11/12/2021 6:00,442.96,444.31,14000,1.46,7.31E-06
11/13/2021 6:00,442.64,444.08,20200,2.16,7.79E-06
11/14/2021 6:00,442.1,443.69,14600,1.59,8.60E-06
11/15/2021 6:00,441.84,443.17,15800,1.79,7.20E-06
11/16/2021 6:00,441.41,442.755,13100,1.515,7.28E-06
11/17/2021 6:00,440.73,442.34,10400,1.24,8.71E-06
11/18/2021 6:00,440.56,441.91,13700,1.7,7.31E-06
11/19/2021 6:00,440.13,441.5,13200,1.7,7.41E-06
11/20/2021 6:00,439.42,441.11,10500,1.38,9.15E-06
11/21/2021 6:00,439.89,440.83,11600,1.57,5.09E-06
11/22/2021 6:00,440.27,440.77,9320,1.26,2.71E-06
11/23/2021 6:00,440.29,440.83,8560,1.15,2.92E-06
11/24/2021 6:00,440.03,441.03,6560,0.86,5.41E-06
11/25/2021 6:00,440.58,441.2,10200,1.33,3.35E-06
11/26/2021 6:00,440.38,440.97,9470,1.26,3.19E-06
11/27/2021 6:00,440.29,440.95,7400,0.98,3.57E-06
11/28/2021 6:00,440.37,440.89,9190,1.23,2.81E-06
11/29/2021 6:00,440.15,440.76,7070,0.95,3.30E-06
11/30/2021 6:00,440.41,440.94,7320,0.97,2.87E-06
12/1/2021 6:00,440.33,440.81,6880,0.92,2.60E-06
12/2/2021 6:00,440.29,440.86,6980,0.93,3.08E-06
12/3/2021 6:00,440.38,440.8,8620,1.16,2.27E-06
12/4/2021 6:00,440.35,440.76,6850,0.92,2.22E-06
12/5/2021 6:00,440.26,440.69,5880,0.79,2.33E-06
12/6/2021 6:00,440.36,440.71,6030,0.81,1.89E-06
12/7/2021 6:00,440.25,440.69,7390,1,2.38E-06
12/8/2021 6:00,440.16,440.8,7750,1.04,3.46E-06
12/9/2021 6:00,440.11,440.72,6900,0.93,3.30E-06
12/10/2021 6:00,440.34,440.77,7660,1.03,2.33E-06
12/11/2021 6:00,439.66,440.91,3780,0.49,6.76E-06
12/12/2021 6:00,440.35,441.16,11000,1.45,4.38E-06
12/13/2021 6:00,440.6,442.07,17900,2.21,7.95E-06
12/14/2021 6:00,440.9,442.33,19500,2.36,7.74E-06
12/15/2021 6:00,439.93,442.1,17200,2.12,1.17E-05
12/16/2021 6:00,439.85,442.17,7880,0.95,1.26E-05
12/17/2021 6:00,440.72,441.99,17700,2.2,6.87E-06
12/18/2021 6:00,440.83,441.76,15200,1.92,5.03E-06
12/19/2021 6:00,440.5,441.49,13200,1.69,5.36E-06
12/20/2021 6:00,440.27,441.48,11900,1.53,6.55E-06
12/21/2021 6:00,440.55,441.61,14100,1.8,5.74E-06
12/22/2021 6:00,440.52,441.56,12500,1.59,5.63E-06
12/23/2021 6:00,440.29,441.33,11600,1.5,5.63E-06
12/24/2021 6:00,440.5,441.32,10700,1.39,4.44E-06
12/25/2021 6:00,440.5,441.32,13100,1.71,4.44E-06
12/26/2021 6:00,440.34,441.05,9530,1.26,3.84E-06
12/27/2021 6:00,440.3,440.98,9630,1.28,3.68E-06
12/28/2021 6:00,440.35,440.98,10400,1.39,3.41E-06
12/29/2021 6:00,440.44,441.13,11900,1.57,3.73E-06
12/30/2021 6:00,440.47,441.38,13100,1.7,4.92E-06
12/31/2021 6:00,440.46,441.57,15500,1.98,6.01E-06
1/1/2022 6:00,440.73,441.88,18700,2.34,6.22E-06
1/2/2022 6:00,440.14,441.77,18100,2.28,8.82E-06
1/3/2022 6:00,439.4,441.57,18100,2.32,1.17E-05
1/4/2022 6:00,439.41,441.42,14400,1.86,1.09E-05
1/5/2022 6:00,440.42,441.59,9860,1.25,6.33E-06
1/6/2022 6:00,440.39,441.71,13500,1.71,7.14E-06
1/7/2022 6:00,440.39,441.6,10000,1.27,6.55E-06
1/8/2022 6:00,440.25,441.42,9200,1.18,6.33E-06
1/9/2022 6:00,440.28,441.49,7480,0.95,6.55E-06
1/10/2022 6:00,440.3,441.51,4730,0.59,6.55E-06
1/11/2022 6:00,440.28,441.57,6680,0.84,6.98E-06
1/12/2022 6:00,440.31,441.55,7440,0.94,6.71E-06
1/13/2022 6:00,440.25,441.52,9650,1.23,6.87E-06
1/14/2022 6:00,440.27,441.48,7780,0.99,6.55E-06
1/15/2022 6:00,440.33,441.33,11400,1.48,5.41E-06
1/16/2022 6:00,440.1,441.3,9260,1.2,6.49E-06
1/17/2022 6:00,440.18,441.28,10800,1.4,5.95E-06
1/18/2022 6:00,440.19,441.33,7320,0.94,6.17E-06
1/19/2022 6:00,440.19,441.36,9530,1.23,6.33E-06
1/20/2022 6:00,441.85,441.24,5540,0.71,-3.30E-06
1/21/2022 6:00,442.12,441.2,6270,0.66,-4.98E-06
1/22/2022 6:00,440.2,441.22,4780,0.61,5.52E-06
1/23/2022 6:00,440.25,441.31,5040,0.64,5.74E-06
1/24/2022 6:00,440.26,441.3,4880,0.62,5.63E-06
1/25/2022 6:00,440.13,441.26,4790,0.61,6.11E-06
1/26/2022 6:00,440.12,441.21,3950,0.5,5.90E-06
1/27/2022 6:00,440.11,441.09,5470,0.71,5.30E-06
1/28/2022 6:00,440.1,441.12,4290,0.55,5.52E-06
1/29/2022 6:00,439.98,441.11,3400,0.43,6.11E-06
1/30/2022 6:00,440.1,441.1,3690,0.47,5.41E-06
1/31/2022 6:00,440.09,441.08,4130,0.53,5.36E-06
2/1/2022 6:00,440.08,441.12,4290,0.55,5.63E-06
2/2/2022 6:00,440.22,441.25,6670,0.86,5.57E-06
2/3/2022 6:00,440.18,441.48,7170,0.91,7.03E-06
2/4/2022 6:00,440.21,441.49,4835,0.605,6.93E-06
2/5/2022 6:00,440.11,441.5,2500,0.3,7.52E-06
2/6/2022 6:00,440.12,441.6,3680,0.45,8.01E-06
2/7/2022 6:00,440.07,441.61,5310,0.66,8.33E-06
2/8/2022 6:00,440.11,441.57,3290,0.4,7.90E-06
2/9/2022 6:00,440.15,441.59,4920,0.61,7.79E-06
2/10/2022 6:00,440.11,441.53,5510,0.69,7.68E-06
2/11/2022 6:00,440.2,441.6,5540,0.69,7.58E-06
2/12/2022 6:00,440.31,441.65,5560,0.69,7.25E-06
2/13/2022 6:00,440.25,441.91,3770,0.45,8.98E-06
2/14/2022 6:00,440.24,442.14,7700,0.93,1.03E-05
2/15/2022 6:00,440.33,442.38,7510,0.89,1.11E-05
2/16/2022 6:00,440.28,442.56,6450,0.75,1.23E-05
2/17/2022 6:00,440.65,442.77,11500,1.34,1.15E-05
2/18/2022 6:00,439.08,444.64,20000,2.05,3.01E-05
2/19/2022 6:00,439.7,446.22,34900,3.16,3.53E-05
2/20/2022 6:00,441.25,447,36100,3.03,3.11E-05
2/21/2022 6:00,442.64,446.95,34000,2.87,2.33E-05
2/22/2022 6:00,443.86,446.7,34700,3,1.54E-05
2/23/2022 6:00,444.83,446.98,40100,3.38,1.16E-05
2/24/2022 6:00,445.73,447.89,47100,3.66,1.17E-05
2/25/2022 6:00,446.45,448.39,45300,3.37,1.05E-05
2/26/2022 6:00,446.71,448.34,38300,2.86,8.82E-06
2/27/2022 6:00,446.65,448.13,32700,2.48,8.01E-06
2/28/2022 6:00,446.39,447.75,28200,2.21,7.36E-06
3/1/2022 6:00,446.08,447.31,25300,2.06,6.66E-06
3/2/2022 6:00,445.72,446.85,23500,1.99,6.11E-06
3/3/2022 6:00,445.38,446.44,23500,2.07,5.74E-06
3/4/2022 6:00,444.97,446.03,21200,1.94,5.74E-06
3/5/2022 6:00,444.55,445.73,21400,2.02,6.39E-06
3/6/2022 6:00,444.07,445.57,19800,1.89,8.12E-06
3/7/2022 6:00,444.05,445.23,22200,1.94,6.39E-06
3/8/2022 6:00,443.69,444.87,19700,1.99,6.39E-06
3/9/2022 6:00,443.5,444.83,22000,2.23,7.20E-06
3/10/2022 6:00,443.4,444.63,21200,2.18,6.66E-06
3/11/2022 6:00,443.2,444.44,21000,2.19,6.71E-06
3/12/2022 6:00,442.96,444.14,19000,2.02,6.39E-06
3/13/2022 6:00,442.19,443.85,16700,1.81,8.98E-06
3/14/2022 6:00,442.2,443.49,17300,1.92,6.98E-06
3/15/2022 6:00,441.87,443.13,16600,1.89,6.82E-06
3/16/2022 6:00,441.5,442.74,14400,1.68,6.71E-06
3/17/2022 6:00,441.12,442.44,15100,1.81,7.14E-06
3/18/2022 6:00,440.79,442.06,15200,1.87,6.87E-06
3/19/2022 6:00,440.63,441.87,16400,2.05,6.71E-06
3/20/2022 6:00,440.24,441.76,15500,1.95,8.23E-06
3/21/2022 6:00,440.15,442.1,20500,2.53,1.06E-05
3/22/2022 6:00,440.29,442.47,22300,2.68,1.18E-05
3/23/2022 6:00,440.52,442.57,20900,2.49,1.11E-05
3/24/2022 6:00,440.76,442.71,21900,2.58,1.06E-05
3/25/2022 6:00,441.32,443.48,28300,3.16,1.17E-05
3/26/2022 6:00,442.06,444.09,29600,3.17,1.10E-05
3/27/2022 6:00,442.52,444.35,27500,2.89,9.90E-06
3/28/2022 6:00,442.79,444.44,26200,2.73,8.93E-06
3/29/2022 6:00,442.84,444.39,23800,2.49,8.39E-06
3/30/2022 6:00,442.56,444.17,22400,2.38,8.71E-06
3/31/2022 6:00,442.84,444.21,23100,2.45,7.41E-06
4/1/2022 6:00,443.69,445.46,34900,3.38,9.58E-06
4/2/2022 6:00,444.7,446.83,42200,3.61,1.15E-05
4/3/2022 6:00,445.78,447.71,45100,3.56,1.04E-05
4/4/2022 6:00,446.32,447.94,39500,3.05,8.77E-06
4/5/2022 6:00,446.58,447.99,36200,2.78,7.63E-06
4/6/2022 6:00,446.64,447.97,35100,2.7,7.20E-06
4/7/2022 6:00,446.7,448.14,34800,2.64,7.79E-06
4/8/2022 6:00,447.12,448.57,42500,3.11,7.85E-06
4/9/2022 6:00,447.37,448.68,38600,2.8,7.09E-06
4/10/2022 6:00,447.3,448.54,35100,2.57,6.71E-06
4/11/2022 6:00,447.14,448.4,31900,2.36,6.82E-06
4/12/2022 6:00,446.93,448.06,29700,2.26,6.11E-06
4/13/2022 6:00,446.44,447.89,27000,2.09,7.85E-06
4/14/2022 6:00,446.34,447.5,24300,1.94,6.28E-06
4/15/2022 6:00,446.16,447.4,29300,2.37,6.71E-06
4/16/2022 6:00,446.06,447.1,27200,2.26,5.63E-06
4/17/2022 6:00,445.72,446.74,23600,2.02,5.52E-06
4/18/2022 6:00,445.42,446.44,24300,2.14,5.52E-06
4/19/2022 6:00,445.06,446.09,21100,1.92,5.57E-06
4/20/2022 6:00,444.62,445.71,20000,1.89,5.90E-06
4/21/2022 6:00,444.28,445.56,17500,1.67,6.93E-06
