datetime,Peoria_WL,Henry_WL,Flow,Vel,Slope
4/22/2022 6:00,444.04,445.14,20500,1.755,5.95E-06
4/23/2022 6:00,443.69,445.01,18500,1.84,7.14E-06
4/24/2022 6:00,443.43,445.12,20300,2.01,9.15E-06
4/25/2022 6:00,443.61,445.11,25500,2.53,8.12E-06
4/26/2022 6:00,443.61,445,23800,2.38,7.52E-06
4/27/2022 6:00,443.49,444.76,21500,2.19,6.87E-06
4/28/2022 6:00,443.32,444.54,21600,2.23,6.60E-06
4/29/2022 6:00,443.09,444.4,21100,2.2,7.09E-06
4/30/2022 6:00,442.8,444.23,20500,2.16,7.74E-06
5/1/2022 6:00,442.51,444.11,18900,2.01,8.66E-06
5/2/2022 6:00,442.54,444.18,22600,2.253333333,8.87E-06
5/3/2022 6:00,442.73,444.29,24400,2.496666667,8.44E-06
5/4/2022 6:00,442.84,444.4,26200,2.74,8.44E-06
5/5/2022 6:00,443.13,445.17,32600,3.23,1.10E-05
5/6/2022 6:00,443.9,445.79,36200,3.41,1.02E-05
5/7/2022 6:00,444.38,446.15,34700,3.16,9.58E-06
5/8/2022 6:00,444.75,446.56,36500,3.2,9.79E-06
5/9/2022 6:00,445.04,446.84,35400,3.02,9.74E-06
5/10/2022 6:00,445.24,447.03,33200,2.78,9.69E-06
5/11/2022 6:00,445.35,446.78,30700,2.63,7.74E-06
5/12/2022 6:00,445.17,446.49,26500,2.33,7.14E-06
5/13/2022 6:00,444.88,446.2,25900,2.34,7.14E-06
5/14/2022 6:00,444.61,445.85,22600,2.11,6.71E-06
5/15/2022 6:00,444.32,445.43,20300,1.96,6.01E-06
5/16/2022 6:00,443.85,444.99,18500,1.85,6.17E-06
5/17/2022 6:00,443.47,444.56,18200,1.87,5.90E-06
5/18/2022 6:00,442.97,444.04,15800,1.68,5.79E-06
5/19/2022 6:00,442.51,443.63,16400,1.8,6.06E-06
5/20/2022 6:00,441.89,443.32,18100,2.03,7.74E-06
5/21/2022 6:00,441.68,442.95,16300,1.88,6.87E-06
5/22/2022 6:00,441.38,442.69,16600,1.95,7.09E-06
5/23/2022 6:00,441.05,442.45,16500,1.97,7.58E-06
5/24/2022 6:00,440.8,442.23,17600,2.14,7.74E-06
5/25/2022 6:00,440.46,441.92,16000,1.99,7.90E-06
5/26/2022 6:00,440.11,441.82,15800,1.98,9.25E-06
5/27/2022 6:00,440,441.53,14200,1.82,8.28E-06
5/28/2022 6:00,439.97,441.82,18000,2.26,1.00E-05
5/29/2022 6:00,439.95,442.37,21800,2.64,1.31E-05
5/30/2022 6:00,440.18,442.57,18300,2.18,1.29E-05
5/31/2022 6:00,440.3,442.48,18400,2.2,1.18E-05
6/1/2022 6:00,440.3,442.15,16700,2.05,1.00E-05
6/2/2022 6:00,440.15,441.79,15200,1.91,8.87E-06
6/3/2022 6:00,439.83,441.5,14100,1.81,9.04E-06
6/4/2022 6:00,439.62,441.21,13100,1.72,8.60E-06
6/5/2022 6:00,439.25,440.87,12500,1.69,8.77E-06
6/6/2022 6:00,439.61,440.53,9710,1.34,4.98E-06
6/7/2022 6:00,440.23,440.89,10900,1.47,3.57E-06
6/8/2022 6:00,440.25,441.32,13700,1.79,5.79E-06
6/9/2022 6:00,440.36,441.62,15300,1.95,6.82E-06
6/10/2022 6:00,440.37,441.69,15500,1.97,7.14E-06
6/11/2022 6:00,440.49,441.89,16600,2.08,7.58E-06
6/12/2022 6:00,440.62,441.93,17000,2.12,7.09E-06
6/13/2022 6:00,439.85,441.85,16600,2.08,1.08E-05
6/14/2022 6:00,439.4,441.56,15800,2.03,1.17E-05
6/15/2022 6:00,440.05,441.48,15700,2.02,7.74E-06
6/16/2022 6:00,440.36,441.65,15200,1.93,6.98E-06
6/17/2022 6:00,440.36,441.6,14100,1.8,6.71E-06
6/18/2022 6:00,440.2,441.34,13200,1.71,6.17E-06
6/19/2022 6:00,440,441.06,11600,1.54,5.74E-06
6/20/2022 6:00,440.09,440.92,11100,1.49,4.49E-06
6/21/2022 6:00,440.04,440.9,9850,1.32,4.65E-06
6/22/2022 6:00,440.11,440.87,9540,1.28,4.11E-06
6/23/2022 6:00,440.08,440.72,10100,1.38,3.46E-06
6/24/2022 6:00,439.98,440.61,6560,0.89,3.41E-06
6/25/2022 6:00,439.75,440.4,6730,0.93,3.52E-06
6/26/2022 6:00,440.12,440.64,10500,1.44,2.81E-06
6/27/2022 6:00,440.11,440.52,3950,0.53,2.22E-06
6/28/2022 6:00,440,440.54,6880,0.94,2.92E-06
6/29/2022 6:00,439.88,440.55,5600,0.76,3.63E-06
6/30/2022 6:00,439.99,440.48,4790,0.65,2.65E-06
7/1/2022 6:00,439.96,440.61,8270,1.13,3.52E-06
7/2/2022 6:00,440.19,440.56,5960,0.81,2.00E-06
7/3/2022 6:00,440.13,440.43,2020,0.26,1.62E-06
7/4/2022 6:00,440.06,440.41,5750,0.79,1.89E-06
7/5/2022 6:00,440,440.78,8670,1.17,4.22E-06
7/6/2022 6:00,440.25,441.08,12100,1.6,4.49E-06
7/7/2022 6:00,440.31,441.17,13200,1.74,4.65E-06
7/8/2022 6:00,440.32,441.27,14400,1.88,5.14E-06
7/9/2022 6:00,440.44,441.57,18600,2.38,6.11E-06
7/10/2022 6:00,440.27,441.42,13500,1.74,6.22E-06
7/11/2022 6:00,440.01,441.17,12200,1.6,6.28E-06
7/12/2022 6:00,440.18,441.03,10800,1.44,4.60E-06
7/13/2022 6:00,440.03,440.88,9110,1.22,4.60E-06
7/14/2022 6:00,439.96,440.62,7130,0.97,3.57E-06
7/15/2022 6:00,439.9,440.42,8640,1.2,2.81E-06
7/16/2022 6:00,440.12,440.54,8940,1.23,2.27E-06
7/17/2022 6:00,440.19,440.62,4270,0.57,2.33E-06
7/18/2022 6:00,440.16,440.72,9070,1.23,3.03E-06
7/19/2022 6:00,440.05,440.71,10600,1.45,3.57E-06
7/20/2022 6:00,440.08,440.75,8220,1.11,3.63E-06
7/21/2022 6:00,440.14,440.65,7220,0.98,2.76E-06
7/22/2022 6:00,440.05,440.57,8390,1.15,2.81E-06
7/23/2022 6:00,440.01,440.57,4540,0.61,3.03E-06
7/24/2022 6:00,439.85,440.72,5960,0.8,4.71E-06
7/25/2022 6:00,440.32,441.32,14400,1.88,5.41E-06
7/26/2022 6:00,440.29,441.39,14000,1.81,5.95E-06
7/27/2022 6:00,440.36,441.63,16100,2.05,6.87E-06
7/28/2022 6:00,440.32,441.57,15300,1.96,6.76E-06
7/29/2022 6:00,440.25,441.42,14000,1.81,6.33E-06
7/30/2022 6:00,440.12,441.06,11700,1.55,5.09E-06
7/31/2022 6:00,440.12,440.91,9060,1.21,4.27E-06
8/1/2022 6:00,440.12,440.79,7810,1.05,3.63E-06
8/2/2022 6:00,440.12,440.75,6270,0.84,3.41E-06
8/3/2022 6:00,440.12,440.7,7250,0.98,3.14E-06
8/4/2022 6:00,440.12,440.59,4260,0.57,2.54E-06
8/5/2022 6:00,440.12,440.5,4370,0.59,2.06E-06
8/6/2022 6:00,439.96,440.41,6880,0.32,2.44E-06
8/7/2022 6:00,439.65,440.29,5060,0.13,3.46E-06
8/8/2022 6:00,439.81,440.59,7830,0.5,4.22E-06
8/9/2022 6:00,440.21,440.65,6400,0.17,2.38E-06
8/10/2022 6:00,440.07,440.56,6410,0.18,2.65E-06
8/11/2022 6:00,440.12,440.56,6850,0.28,2.38E-06
8/12/2022 6:00,440.18,440.51,4000,0.1,1.79E-06
8/13/2022 6:00,440.01,440.46,4750,0.12,2.44E-06
8/14/2022 6:00,440.14,440.69,6430,0.17,2.98E-06
8/15/2022 6:00,440.12,440.43,5870,0.15,1.68E-06
8/16/2022 6:00,439.86,440.21,4280,0.11,1.89E-06
8/17/2022 6:00,439.83,440.12,4990,0.13,1.57E-06
8/18/2022 6:00,439.88,440.07,1650,0.04,1.03E-06
8/19/2022 6:00,439.84,440.15,5740,0.15,1.68E-06
8/20/2022 6:00,439.85,440.43,6900,0.31,3.14E-06
8/21/2022 6:00,440.24,440.59,6470,0.19,1.89E-06
8/22/2022 6:00,440.07,440.52,6340,0.17,2.44E-06
8/23/2022 6:00,439.97,440.35,6340,0.19,2.06E-06
8/24/2022 6:00,439.94,440.32,6200,0.16,2.06E-06
8/25/2022 6:00,440,440.29,5810,0.15,1.57E-06
8/26/2022 6:00,440.12,440.44,6340,0.18,1.73E-06
8/27/2022 6:00,439.98,440.27,6260,0.18,1.57E-06
8/28/2022 6:00,439.95,440.24,2420,0.06,1.57E-06
8/29/2022 6:00,439.97,440.5,5900,0.15,2.87E-06
8/30/2022 6:00,440.15,440.51,5910,0.15,1.95E-06
8/31/2022 6:00,440.11,440.56,4020,0.1,2.44E-06
9/1/2022 6:00,440.14,440.52,6430,0.19,2.06E-06
9/2/2022 6:00,440.23,440.58,6640,0.23,1.89E-06
9/3/2022 6:00,440.3,440.69,6560,0.2,2.11E-06
9/4/2022 6:00,440.46,440.67,6730,0.24,1.14E-06
9/5/2022 6:00,440.26,440.4,5480,0.14,7.58E-07
9/6/2022 6:00,440.13,440.255,5230,0.135,6.76E-07
9/7/2022 6:00,440.05,440.11,4980,0.13,3.25E-07
9/8/2022 6:00,440.04,440.14,2400,0.06,5.41E-07
9/9/2022 6:00,440.06,440.2,7040,0.37,7.58E-07
9/10/2022 6:00,440.08,440.24,6670,0.28,8.66E-07
9/11/2022 6:00,440.2,440.31,8530,0.7,5.95E-07
9/12/2022 6:00,439.89,440.47,6270,0.75,3.14E-06
9/13/2022 6:00,440.15,440.58,6540,0.89,2.33E-06
9/14/2022 6:00,440.22,440.72,9060,1.23,2.71E-06
9/15/2022 6:00,440.34,440.89,9190,1.23,2.98E-06
9/16/2022 6:00,440.25,440.96,9900,1.32,3.84E-06
9/17/2022 6:00,440.22,440.94,9810,1.31,3.90E-06
9/18/2022 6:00,440.02,440.94,9440,1.26,4.98E-06
9/19/2022 6:00,440.22,440.86,5810,0.77,3.46E-06
9/20/2022 6:00,440.14,440.72,8560,1.16,3.14E-06
9/21/2022 6:00,440.15,440.72,7770,1.05,3.08E-06
9/22/2022 6:00,440.34,440.81,9350,1.26,2.54E-06
9/23/2022 6:00,440.11,440.59,7620,1.04,2.60E-06
9/24/2022 6:00,440.12,440.53,5090,0.69,2.22E-06
9/25/2022 6:00,440.06,440.57,6320,0.86,2.76E-06
9/26/2022 6:00,440.01,440.44,5200,0.71,2.33E-06
9/27/2022 6:00,439.92,440.26,3870,0.53,1.84E-06
9/28/2022 6:00,440.05,440.31,3960,0.54,1.41E-06
9/29/2022 6:00,440,440.14,2870,0.39,7.58E-07
9/30/2022 6:00,439.98,440.18,2330,0.31,1.08E-06
10/1/2022 6:00,439.99,440.2,3160,0.43,1.14E-06
10/2/2022 6:00,439.95,440.08,2380,0.32,7.03E-07
10/3/2022 6:00,440,440.1,2310,0.31,5.41E-07
10/4/2022 6:00,439.96,440.12,3280,0.45,8.66E-07
10/5/2022 6:00,439.93,440.12,3350,0.46,1.03E-06
10/6/2022 6:00,439.86,440,1540,0.2,7.58E-07
10/7/2022 6:00,440.13,440.1,3270,0.45,-1.62E-07
10/8/2022 6:00,439.97,440.15,2660,0.36,9.74E-07
10/9/2022 6:00,439.84,440.16,2600,0.35,1.73E-06
10/10/2022 6:00,439.93,440.14,2320,0.31,1.14E-06
10/11/2022 6:00,439.95,440.18,2190,0.29,1.24E-06
10/12/2022 6:00,439.79,440.44,5340,0.73,3.52E-06
10/13/2022 6:00,440.08,440.44,3360,0.45,1.95E-06
10/14/2022 6:00,440.1,440.49,2460,0.32,2.11E-06
10/15/2022 6:00,440.17,440.5,4940,0.67,1.79E-06
10/16/2022 6:00,440.12,440.5,6080,0.83,2.06E-06
10/17/2022 6:00,439.86,440.17,2120,0.28,1.68E-06
10/18/2022 6:00,439.82,439.97,4320,0.61,8.12E-07
10/19/2022 6:00,439.77,439.86,409,0.01,4.87E-07
10/20/2022 6:00,439.72,440.01,2980,0.12,1.57E-06
10/21/2022 6:00,439.8,439.99,2280,0.09,1.03E-06
10/22/2022 6:00,439.67,440.21,1840,0.07,2.92E-06
10/23/2022 6:00,439.66,440.24,660,0.02,3.14E-06
10/24/2022 6:00,439.77,440.44,5740,0.23,3.63E-06
10/25/2022 6:00,439.97,440.49,5040,0.2,2.81E-06
10/26/2022 6:00,439.98,440.52,7310,0.49,2.92E-06
10/27/2022 6:00,439.91,440.464,6844,0.454,3.00E-06
10/28/2022 6:00,440.12,440.408,6378,0.418,1.56E-06
10/29/2022 6:00,440.07,440.352,5912,0.382,1.53E-06
10/30/2022 6:00,440.11,440.296,5446,0.346,1.01E-06
10/31/2022 6:00,440.02,440.24,4980,0.31,1.19E-06
11/1/2022 6:00,439.9,440.184,4514,0.274,1.54E-06
11/2/2022 6:00,439.96,440.24,4980,0.31,1.52E-06
11/3/2022 6:00,439.79,440.15,4390,0.23,1.95E-06
11/4/2022 6:00,439.75,440.34,4320,0.21,3.19E-06
11/5/2022 6:00,439.54,440.56,3820,0.13,5.52E-06
11/6/2022 6:00,440.08,441,6740,0.56,4.98E-06
11/7/2022 6:00,440.19,440.7,6020,0.44,2.76E-06
11/8/2022 6:00,439.79,440.36,5520,0.38,3.08E-06
11/9/2022 6:00,439.87,440.19,4540,0.25,1.73E-06
11/10/2022 6:00,439.91,440.25,3590,0.11,1.84E-06
11/11/2022 6:00,440.29,440.55,6650,0.59,1.41E-06
11/12/2022 6:00,440.08,440.33,4450,0.23,1.35E-06
11/13/2022 6:00,440.07,440.44,3980,0.39,2.00E-06
11/14/2022 6:00,440.01,440.23,4900,0.68,1.19E-06
11/15/2022 6:00,439.98,440.2,3920,0.54,1.19E-06
11/16/2022 6:00,439.88,440.22,4000,0.55,1.84E-06
11/17/2022 6:00,439.91,440.32,5990,0.83,2.22E-06
11/18/2022 6:00,439.96,440.33,5430,0.75,2.00E-06
11/19/2022 6:00,439.84,440.47,3940,0.53,3.41E-06
11/20/2022 6:00,440.17,440.42,5050,0.69,1.35E-06
11/21/2022 6:00,439.87,440.59,3050,0.4,3.90E-06
11/22/2022 6:00,440.17,440.44,4990,0.68,1.46E-06
11/23/2022 6:00,439.96,440.36,5870,0.81,2.16E-06
11/24/2022 6:00,439.96,440.24,5050,0.7,1.52E-06
11/25/2022 6:00,439.93,440.22,5250,0.73,1.57E-06
11/26/2022 6:00,439.78,440.05,3670,0.51,1.46E-06
11/27/2022 6:00,440.19,440.2,5930,0.83,5.41E-08
11/28/2022 6:00,439.99,440.22,5380,0.75,1.24E-06
11/29/2022 6:00,439.82,440.345,6710,0.93,2.84E-06
11/30/2022 6:00,440.09,440.47,8040,1.11,2.06E-06
